,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
210,3.665662622,0.090263024,0.012294054,0.006311349,friedman_mse,0.1,deviance,8,log2,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.971153846,0.980392157,0.953051643,0.980487805,0.962085308,0.969434152,0.010654676,1
58,7.457146883,0.409092614,0.023798895,0.002714944,friedman_mse,0.05,deviance,8,sqrt,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.961904762,0.980676329,0.948598131,0.980487805,0.966666667,0.967666739,0.01209497,2
69,6.851283503,0.281034212,0.022600365,0.001959761,friedman_mse,0.05,deviance,8,log2,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.966507177,0.980392157,0.944186047,0.980487805,0.966666667,0.96764797,0.013266513,3
127,4.674843264,0.280326004,0.017171478,0.00109018,friedman_mse,0.075,deviance,8,sqrt,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.961722488,0.980487805,0.948598131,0.980487805,0.966666667,0.967592579,0.0120721,4
138,5.607758141,0.396020818,0.018825245,0.002870313,friedman_mse,0.075,deviance,8,log2,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.966346154,0.975845411,0.948598131,0.980487805,0.966666667,0.967588833,0.010932483,5
198,3.64150033,0.05258381,0.014759302,0.001177856,friedman_mse,0.1,deviance,8,sqrt,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.971153846,0.975609756,0.948598131,0.980487805,0.962085308,0.967586969,0.011263779,6
56,7.689949083,0.398793437,0.022997332,0.001266894,friedman_mse,0.05,deviance,8,sqrt,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.966507177,0.975845411,0.948598131,0.975728155,0.966666667,0.966669108,0.009928316,7
71,6.797236395,0.284411143,0.022402239,0.000799922,friedman_mse,0.05,deviance,8,log2,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.966507177,0.980295567,0.948598131,0.975728155,0.962085308,0.966642868,0.01109361,8
131,6.890267563,0.965290463,0.021702337,0.003337973,friedman_mse,0.075,deviance,8,sqrt,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.971014493,0.980392157,0.948598131,0.971014493,0.962085308,0.966620916,0.010711178,9
213,3.833920097,0.072012108,0.017263031,0.002728608,friedman_mse,0.1,deviance,8,log2,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.952830189,0.980392157,0.953051643,0.980487805,0.962085308,0.96576942,0.012435381,10
128,4.872596836,0.279116201,0.016601563,0.001201314,friedman_mse,0.075,deviance,8,sqrt,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.961904762,0.980582524,0.948598131,0.971014493,0.966666667,0.965753315,0.010559653,11
201,4.359547424,0.173137029,0.015039968,0.002718692,friedman_mse,0.1,deviance,8,sqrt,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.952830189,0.98019802,0.953051643,0.980487805,0.962085308,0.965730593,0.012389883,12
212,3.740497589,0.061308202,0.012583256,0.006293684,friedman_mse,0.1,deviance,8,log2,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.966507177,0.975728155,0.948598131,0.975728155,0.962085308,0.965729385,0.010072884,13
130,5.660619354,0.835516526,0.027201748,0.009700711,friedman_mse,0.075,deviance,8,sqrt,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.961904762,0.980392157,0.948598131,0.971014493,0.966666667,0.965715242,0.010506325,14
67,4.788966274,0.091871034,0.017103481,0.001796045,friedman_mse,0.05,deviance,8,log2,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.961722488,0.980295567,0.953051643,0.971014493,0.962085308,0.9656339,0.009274913,15
70,6.717774153,0.11746273,0.024109745,0.001871941,friedman_mse,0.05,deviance,8,log2,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.957345972,0.980392157,0.944186047,0.980487805,0.962085308,0.964899458,0.013978843,16
59,7.471318102,0.368631263,0.022399664,0.000490467,friedman_mse,0.05,deviance,8,sqrt,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.961904762,0.975609756,0.944186047,0.980487805,0.962085308,0.964854735,0.012677777,17
200,4.261329556,0.226885437,0.01473031,0.003022298,friedman_mse,0.1,deviance,8,sqrt,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.966507177,0.98019802,0.944186047,0.975728155,0.95754717,0.964833314,0.012938092,18
139,5.212016821,0.303191607,0.018071461,0.003594616,friedman_mse,0.075,deviance,8,log2,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.957142857,0.98019802,0.948598131,0.975728155,0.962085308,0.964750494,0.011704813,19
126,5.004648829,0.423468421,0.016557026,0.00132837,friedman_mse,0.075,deviance,8,sqrt,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.966507177,0.975609756,0.953051643,0.971014493,0.95754717,0.964746048,0.008354616,20
143,5.039548635,0.087336516,0.016015911,0.001044742,friedman_mse,0.075,deviance,8,log2,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.966507177,0.975609756,0.953051643,0.970873786,0.95754717,0.964717907,0.008333665,21
140,5.220849371,0.146220175,0.018600082,0.00120047,friedman_mse,0.075,deviance,8,log2,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.952830189,0.980487805,0.944186047,0.980487805,0.962085308,0.964015431,0.014592585,22
57,7.460656881,0.33748747,0.025912523,0.005291847,friedman_mse,0.05,deviance,8,sqrt,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.961904762,0.980392157,0.939814815,0.975728155,0.962085308,0.963985039,0.014136694,23
215,3.452396917,0.396702256,0.012055206,0.003071347,friedman_mse,0.1,deviance,8,log2,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.952830189,0.980392157,0.948598131,0.980487805,0.95754717,0.96397109,0.013741671,24
202,4.257495737,0.109609295,0.015484285,0.002495397,friedman_mse,0.1,deviance,8,sqrt,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.952830189,0.975845411,0.948598131,0.980487805,0.962085308,0.963969369,0.01247241,25
129,4.965296793,0.310283675,0.016205215,0.001729613,friedman_mse,0.075,deviance,8,sqrt,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.957142857,0.980487805,0.948598131,0.971014493,0.962085308,0.963865719,0.011035078,26
68,6.720113134,0.240272376,0.02260108,0.001019627,friedman_mse,0.05,deviance,8,log2,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.961904762,0.975609756,0.948598131,0.971014493,0.962085308,0.96384249,0.009264331,27
55,5.23342371,0.302786568,0.015800667,0.000747997,friedman_mse,0.05,deviance,8,sqrt,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.961722488,0.975490196,0.944186047,0.975728155,0.962085308,0.963842439,0.011583574,28
142,5.045303345,0.122630817,0.020103598,0.004640681,friedman_mse,0.075,deviance,8,log2,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.961538462,0.965853659,0.953051643,0.975728155,0.962085308,0.963651445,0.00734806,29
203,4.114502621,0.143176918,0.016681623,0.002349307,friedman_mse,0.1,deviance,8,sqrt,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.947867299,0.980487805,0.948598131,0.975728155,0.962085308,0.96295334,0.013454126,30
66,4.671234751,0.227017012,0.015600443,0.001356515,friedman_mse,0.05,deviance,8,log2,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.952830189,0.975609756,0.953051643,0.970873786,0.962085308,0.962890136,0.009210577,31
211,3.575126171,0.106351956,0.012095928,0.006098626,friedman_mse,0.1,deviance,8,log2,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.956937799,0.980392157,0.948598131,0.966346154,0.962085308,0.96287191,0.010569793,32
214,4.116872025,0.11603184,0.010099888,0.006863151,friedman_mse,0.1,deviance,8,log2,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.961904762,0.985294118,0.944186047,0.966346154,0.953051643,0.962156545,0.013847755,33
199,3.960437918,0.265578747,0.01412425,0.001054043,friedman_mse,0.1,deviance,8,sqrt,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.957345972,0.975609756,0.948598131,0.975728155,0.953051643,0.962066731,0.011445598,34
141,5.075562811,0.200802591,0.01659956,0.000799609,friedman_mse,0.075,deviance,8,log2,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.952606635,0.975609756,0.944186047,0.975728155,0.95754717,0.961135553,0.012612306,35
179,4.5559793,0.059852611,0.017642021,0.001803321,friedman_mse,0.1,deviance,5,sqrt,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.961904762,0.975845411,0.935483871,0.966346154,0.962085308,0.960333101,0.013415015,36
105,3.633108759,0.198330176,0.014399767,0.001020021,friedman_mse,0.075,deviance,5,sqrt,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.957142857,0.975845411,0.939814815,0.966346154,0.962085308,0.960246909,0.011924759,37
118,4.665326023,0.427232485,0.018600845,0.002870156,friedman_mse,0.075,deviance,5,log2,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.966507177,0.971153846,0.935483871,0.966346154,0.95754717,0.959407644,0.012746198,38
177,3.868315792,0.165851257,0.015302896,0.001794599,friedman_mse,0.1,deviance,5,sqrt,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.957142857,0.975961538,0.944186047,0.971014493,0.948356808,0.959332348,0.012390878,39
104,3.459244251,0.280646082,0.014601183,0.000801064,friedman_mse,0.075,deviance,5,sqrt,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.957142857,0.980676329,0.935483871,0.971014493,0.948356808,0.958534871,0.016017892,40
54,5.430899668,0.740621412,0.016002131,0.000629097,friedman_mse,0.05,deviance,8,sqrt,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.957345972,0.975728155,0.943925234,0.956937799,0.95754717,0.958296866,0.010136143,41
176,3.546367741,0.124539599,0.013942051,0.002950809,friedman_mse,0.1,deviance,5,sqrt,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.966507177,0.975609756,0.931192661,0.966346154,0.948598131,0.957650776,0.015865388,42
190,4.152029181,0.096427672,0.020031071,0.007155053,friedman_mse,0.1,deviance,5,log2,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.957345972,0.975728155,0.935483871,0.971014493,0.948598131,0.957634124,0.014688731,43
44,4.054227972,0.289673806,0.020800018,0.013257887,friedman_mse,0.05,deviance,5,log2,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.952380952,0.971291866,0.939814815,0.966346154,0.957345972,0.957435952,0.011022193,44
189,3.832732105,0.373107454,0.014977074,0.001539971,friedman_mse,0.1,deviance,5,log2,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.966507177,0.971153846,0.931192661,0.966346154,0.948598131,0.956759594,0.014929096,45
178,4.573262119,0.31198473,0.018176413,0.001888133,friedman_mse,0.1,deviance,5,sqrt,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.971153846,0.971014493,0.935483871,0.961722488,0.944186047,0.956712149,0.014462131,46
188,3.697063875,0.306685148,0.015091515,0.000906498,friedman_mse,0.1,deviance,5,log2,1,2,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.8}",0.952830189,0.975728155,0.939814815,0.966346154,0.948598131,0.956663489,0.012812787,47
106,4.513263893,0.348427326,0.030310392,0.015410523,friedman_mse,0.075,deviance,5,sqrt,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.961904762,0.971291866,0.944186047,0.961722488,0.944186047,0.956658242,0.010755713,48
107,5.165309477,0.703239377,0.020709991,0.00575607,friedman_mse,0.075,deviance,5,sqrt,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.957142857,0.971291866,0.939814815,0.961722488,0.952830189,0.956560443,0.010376238,49
191,4.36817174,0.096051674,0.018090963,0.00674381,friedman_mse,0.1,deviance,5,log2,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.966507177,0.971291866,0.922727273,0.966346154,0.953051643,0.955984823,0.017703394,50
117,4.029446888,0.481390433,0.014199686,0.001167006,friedman_mse,0.075,deviance,5,log2,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.952830189,0.971291866,0.931192661,0.971014493,0.953051643,0.95587617,0.014787455,51
47,5.10250411,0.582009313,0.022509146,0.004487442,friedman_mse,0.05,deviance,5,log2,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.956937799,0.975728155,0.926940639,0.966346154,0.953051643,0.955800878,0.016432063,52
34,4.585748339,0.524594373,0.019604683,0.002938042,friedman_mse,0.05,deviance,5,sqrt,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.952830189,0.971291866,0.939814815,0.966346154,0.948598131,0.955776231,0.011553608,53
119,4.684466267,0.313557781,0.023509121,0.011805658,friedman_mse,0.075,deviance,5,log2,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.961904762,0.971014493,0.931192661,0.966346154,0.948356808,0.955762975,0.014428345,54
103,2.292172146,0.14146441,0.010401392,0.001497417,friedman_mse,0.075,deviance,5,sqrt,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.956730769,0.980582524,0.918552036,0.971014493,0.948356808,0.955047326,0.021384574,55
46,5.456453848,0.455025508,0.025199986,0.014943906,friedman_mse,0.05,deviance,5,log2,1,2,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.8}",0.952830189,0.971014493,0.931192661,0.971014493,0.948598131,0.954929993,0.015002566,56
174,2.172578526,0.024070645,0.012995005,0.005324218,friedman_mse,0.1,deviance,5,sqrt,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.952606635,0.971014493,0.926605505,0.971014493,0.953051643,0.954858554,0.016300918,57
45,4.840974903,0.525304509,0.027999401,0.018929854,friedman_mse,0.05,deviance,5,log2,1,2,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800, 'subsample': 0.9}",0.948113208,0.975961538,0.931192661,0.966346154,0.948598131,0.954042338,0.015612412,58
187,2.465765905,0.081289991,0.011247396,0.006133376,friedman_mse,0.1,deviance,5,log2,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.957142857,0.980392157,0.930875576,0.961722488,0.939814815,0.953989579,0.017332156,59
35,4.987060452,1.025793791,0.020200062,0.007025481,friedman_mse,0.05,deviance,5,sqrt,1,2,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000, 'subsample': 0.9}",0.961722488,0.971153846,0.931192661,0.957142857,0.948598131,0.953961997,0.013513819,60
175,2.34514637,0.033585429,0.014929771,0.003318037,friedman_mse,0.1,deviance,5,sqrt,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.952606635,0.971291866,0.926605505,0.961722488,0.95754717,0.953954733,0.01499078,61
114,2.24076972,0.148536696,0.011601114,0.001626054,friedman_mse,0.075,deviance,5,log2,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.943396226,0.975490196,0.935483871,0.966346154,0.948598131,0.953862916,0.014823153,62
115,2.382682085,0.160951366,0.01219964,0.001601637,friedman_mse,0.075,deviance,5,log2,1,2,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.9}",0.948356808,0.975961538,0.926940639,0.961722488,0.953051643,0.953206623,0.016147772,63
42,1.880789852,0.159961458,0.009005785,0.001561674,friedman_mse,0.05,deviance,5,log2,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.952606635,0.975728155,0.930875576,0.961722488,0.944186047,0.95302378,0.015231406,64
102,2.163746405,0.177820123,0.010401154,0.001019312,friedman_mse,0.075,deviance,5,sqrt,1,2,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500, 'subsample': 0.8}",0.943661972,0.975961538,0.926940639,0.975728155,0.935483871,0.951555235,0.02052544,65
